,frequency,Z,phi,ReZ,ImZ
161,1000.0,5216.15,54.68,3014.8634000995853,4252.502260240162
162,992.0,5194.700000000001,54.85,2990.18698049848,4246.585646778656
163,967.0,5115.950000000001,55.365,2908.944547161317,4207.699449190994
164,942.0,5009.950000000001,56.265,2781.1773642349544,4166.614121028202
165,917.0,4910.950000000001,56.945,2678.6369580125315,4116.990762211157
166,893.0,4816.700000000001,57.63,2578.931792890121,4069.12235254638
167,870.0,4722.5,58.22,2478.3151446969077,4037.2318180609655
168,848.0,4628.55,58.96,2382.5957275764595,3966.083572177771
169,826.0,4545.55,59.525000000000006,2304.0181193556286,3913.1100965966148
170,804.0,4444.25,60.315,2201.4908301117057,3858.543467518386
171,783.0,4350.700000000001,60.89,2114.077514898395,3799.294309314446
172,763.0,4264.85,61.555,2031.9457720201913,3750.5195846160623
173,743.0,4177.700000000001,62.09,1956.6274789990548,3690.917210897749
174,724.0,4100.75,62.655,1879.5837101455086,3644.207144911391
175,705.0,4006.25,63.315,1798.0171491118854,3578.95077420509
176,687.0,3924.4,63.86,1728.7624322519432,3523.01194195705
177,669.0,3838.8500000000004,64.465,1656.4882765130203,3461.495429455995
178,652.0,3765.1000000000004,65.035,1589.3980411341745,3412.673000029651
179,635.0,3677.4500000000003,65.485,1525.0782744791231,3343.714091941325
180,618.0,3592.9500000000003,66.04,1458.0651277906868,3282.503614063222
181,602.0,3513.7000000000003,66.53,1398.4877836611151,3224.9855746989733
182,587.0,3438.8500000000004,67.035,1340.9908988420075,3166.3936118253823
183,571.0,3368.75,67.54,1289.2854430878442,3111.170215474697
184,556.0,3288.1000000000004,67.98,1227.5618708938546,3045.939210180838
185,542.0,3210.15,68.54,1173.6508635397818,2986.162370834523
186,528.0,3138.8500000000004,68.96000000000001,1127.141422659472,2929.2265937225166
187,514.0,3062.05,69.44,1074.8631532397303,2868.4174879555067
188,501.0,2723.1000000000004,73.805,1148.0778149816078,2214.4216712850266
189,488.0,2925.25,70.36,983.833493542852,2755.763593214887
190,475.0,2856.8500000000004,70.75,941.455334312529,2697.332600388004
191,463.0,2793.0,71.185,901.9983065934622,2643.769422403346
192,451.0,2724.1000000000004,71.58500000000001,860.7022980625793,2585.117437552485
193,439.0,2659.9500000000003,72.045,820.0384087326593,2530.2383670128806
194,428.0,2599.8,72.32,790.3837789439235,2476.8128117144597
195,417.0,2540.1500000000005,72.70500000000001,755.1680668835269,2426.3431403156706
196,406.0,2480.15,73.105,720.9917273705992,2372.7893661532935
197,395.0,2420.65,73.575,684.9253562131975,2321.718496719318
198,385.0,2358.25,73.86500000000001,654.4067441192162,2265.33228083664
199,375.0,2539.2000000000003,71.66,798.8962175831853,2412.170850874645
